row;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;Wifi;AC;Beachfront;Garden;Ocean View;Netflix;Pet Friendly;Balcony;Parking;Terrace;Swimming Pool;Mountain View;TV;Lake View;Gym;Breakfast Included;Patio
9884;Spacious Master with ensuite close to everything;57817792;Judy;Western Australia;COCKBURN;-32.1441;115.85381;Private room;95;2;5;2024-06-01;1.76;2;149;5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1
9885;Family House perfect for family;545135815;Bukamu;Western Australia;JOONDALUP;-31.83517163569546;115.80905298466192;Entire home/apt;260;1;1;2024-05-05;0.57;1;269;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
9886;Comfortable getaway in Wembley;55410179;Let Go;Western Australia;STIRLING;-31.927913;115.8139421;Entire home/apt;146;2;5;2024-06-10;1.6;98;145;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1
9887;Charming Rustic Hideaway Cabin;566259332;Tim And Leanne;Western Australia;DONNYBROOK-BALINGUP;-33.58146226289224;116.16254249240296;Entire home/apt;168;2;12;2024-06-22;3.83;1;89;12;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
9888;Master en suite in Caversham;370369711;Martin;Western Australia;SWAN;-31.863835879716383;115.97491313918688;Private room;110;1;7;2024-04-27;2.02;1;268;7;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
9889;Wilga Farm Stay  Cockatoo Cottage;566100411;Rachele;Western Australia;BOYUP BROOK;-33.621204;116.2107773;Entire home/apt;120;1;1;2024-04-01;0.35;3;358;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1
9890;Furnissdale House;8488954;Lenore;Western Australia;MURRAY;-32.56759;115.76797;Entire home/apt;300;2;3;2024-04-28;0.87;2;175;3;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0
9891;Exclusive Calgardup Estate;222201092;Lindsay;Western Australia;AUGUSTA-MARGARET RIVER;-34.0421;115.02736;Entire home/apt;501;2;4;2024-06-09;1.69;2;325;4;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1
9892;Cute selfcontained apartment;348281585;Hayley;Western Australia;ALBANY;-35.0177613;117.8995585;Entire home/apt;152;3;9;2024-06-19;3.1;1;215;9;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0
9893;Boardwalk on The Beach;313262878;Hayley;Western Australia;MANDURAH;-32.556680088790344;115.6779521610917;Entire home/apt;245;1;21;2024-06-20;8.08;1;304;21;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0
9894;Cosy Central Mandurah Apartment;2611603;Jason;Western Australia;MANDURAH;-32.5304118;115.7340829;Entire home/apt;109;1;8;2024-06-20;2.79;4;80;8;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0
9895;Freo Brick  Wood Classic Home;2474702;Jane;Western Australia;FREMANTLE;-32.06216401523581;115.75987594039287;Entire home/apt;380;2;2;2024-05-06;0.67;30;55;2;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0
9896;Bushland Retreat;427877546;Karen;Western Australia;COCKBURN;-32.12451889059839;115.89583821594717;Entire home/apt;214;2;9;2024-06-07;2.7;1;354;9;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1
9897;2X1 Comfy Apartment in Perth CBD;455105195;Craig;Western Australia;PERTH;-31.955380238377867;115.84682957652942;Entire home/apt;232;2;11;2024-06-11;4.18;2;175;11;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1
9898;Karriscape  endless forest view;39887389;Carolyn;Western Australia;AUGUSTA-MARGARET RIVER;-33.947366145782205;115.07765770999627;Entire home/apt;539;2;4;2024-06-09;1.62;32;288;4;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1
9899;Guesthouse in Rivertoncheck in 11amcheck out 3pm;259129034;HakYeong;Western Australia;CANNING;-32.03377916607802;115.90101832244191;Entire home/apt;105;4;4;2024-05-07;1.33;2;78;4;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0
9900;Whale of a Time  Vasse;153678208;Geographe Holiday Homes;Western Australia;BUSSELTON;-33.676904453083445;115.23928752527468;Entire home/apt;180;1;5;2024-05-26;1.47;100;245;5;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0
9901;Lakeside Living;493565239;Isabel;Western Australia;STIRLING;-31.930246473770104;115.80981433500372;Entire home/apt;250;2;16;2024-06-23;4.9;1;251;16;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0
9902;Shoreacres Dunsborough Abode;67977987;Melissa;Western Australia;BUSSELTON;-33.63419921769581;115.10233395465534;Entire home/apt;206;2;11;2024-05-31;3.79;2;97;11;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0
9903;Massive Bedroom Huge Ensuite;44048205;Vidy;Western Australia;CANNING;-32.00263649874197;115.9550481947503;Private room;121;2;1;2024-03-17;0.29;4;89;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0
9904;Sweet Peas And Raindrops Anne Shirley Room 3;9160927;Cindy;Western Australia;BRIDGETOWN-GREENBUSHES;-33.95119203461615;116.13651671389668;Private room;185;1;2;2024-03-31;0.68;5;269;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0
9905;Secluded Oasis of Hilbert;525777823;Ujal;Western Australia;ARMADALE;-32.178192473363254;115.9740375418184;Entire home/apt;196;2;3;2024-05-31;1.17;6;53;3;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0
9906;Cosy house close to city  river;455345378;Jess;Western Australia;VICTORIA PARK;-31.9765268;115.8910104;Private room;76;1;16;2024-06-23;5.0;1;80;16;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
9907;Light and Bright Apartment;2474702;Jane;Western Australia;STIRLING;-31.927913;115.8139421;Entire home/apt;200;3;5;2024-06-19;2.38;30;80;5;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
9908;Large family home opposite Park;2474702;Jane;Western Australia;STIRLING;-31.906260096681045;115.77891083915938;Entire home/apt;403;2;1;2024-06-09;1.0;30;89;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
9909;Lake Monger Modern Character Home;99804294;Kate;Western Australia;CAMBRIDGE;-31.933182756801376;115.83426485236204;Entire home/apt;335;2;9;2024-06-17;2.9;7;319;9;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
9910;Hugo Van Yallingup;68639229;Helene;Western Australia;BUSSELTON;-33.6413787361594;115.05644201167104;Entire home/apt;150;1;1;2024-04-14;0.41;3;53;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
9911;Azure Frangipani;258870779;Tracey;Western Australia;BROOME;-17.9214;122.21693;Entire home/apt;338;2;2;2024-06-07;1.4;1;312;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0
9912;Riverslea Retreat  Margaret River  Family Home;567309907;Ani;Western Australia;AUGUSTA-MARGARET RIVER;-33.9505669;115.0897369;Entire home/apt;253;2;7;2024-06-13;3.5;1;295;7;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0
9913;Rondos Retreat;567318058;Joanne;Western Australia;AUGUSTA-MARGARET RIVER;-33.85103;115.10386;Entire home/apt;288;1;11;2024-06-23;3.79;1;77;11;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1
9914;Fremantle Character Cottage;214483139;Oriol;Western Australia;FREMANTLE;-32.0576248;115.7565946;Entire home/apt;254;2;3;2024-06-02;1.11;1;183;3;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1
9915;Heritage House Northam;8982357;Jessica;Western Australia;NORTHAM;-31.662135666693832;116.6638125635678;Entire home/apt;229;1;3;2024-05-17;1.76;3;205;3;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1
9916;Quiet clean friendly and private;107960249;Felipe;Western Australia;STIRLING;-31.908997082677114;115.84628748771262;Private room;79;2;1;2024-04-03;0.35;1;265;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0
9917;The Green room studio;316609237;Jane;Western Australia;MELVILLE;-32.04283091010135;115.80783319759988;Entire home/apt;157;1;6;2024-06-01;2.25;1;270;6;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1
9918;The Blue House Cottage;567502913;Eleesha;Western Australia;BROOKTON;-32.36576787586731;117.0148516436787;Entire home/apt;200;2;2;2024-05-12;0.98;1;245;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1
9919;King single room in Subiaco;36756489;Kayo;Western Australia;SUBIACO;-31.95064122584549;115.82485766318788;Private room;80;10;1;2024-04-13;0.4;1;74;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0
9920;Executive Home Mariners Cove Dudley Park Mandurah;109179564;Sharyn;Western Australia;MANDURAH;-32.55403088879272;115.7359358131554;Entire home/apt;371;1;5;2024-06-09;2.83;1;287;5;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1
9921;Windlemere Getaway  Rural Living in town;414014915;Michael;Western Australia;BUSSELTON;-33.6191665;115.0988865;Entire home/apt;594;2;1;2024-06-03;1.0;11;137;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1
9922;Cozy Two Bedroom Villa;5802193;Patrick;Western Australia;STIRLING;-31.8844465;115.8279857;Entire home/apt;131;2;6;2024-06-04;2.81;2;30;6;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0
9923;Coastal Hideway;158649201;Amy;Western Australia;HARVEY;-33.15449279516963;115.69327153119715;Entire home/apt;280;2;1;2024-06-03;1.0;1;323;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0
9924;Studio ROOMn8 on Gregory;84191439;Susan;Western Australia;GREATER GERALDTON;-28.77885416921144;114.6061633899808;Private room;110;2;6;2024-06-11;3.21;1;58;6;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1
9925;Private room in spacious home;41402028;Tristan;Western Australia;WANNEROO;-31.77750533701377;115.8111907031853;Private room;91;1;4;2024-05-21;1.29;4;37;4;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0
9926;Sweet Peas And Raindrops Marrilla Cuthbert Room 1;9160927;Cindy;Western Australia;BRIDGETOWN-GREENBUSHES;-33.950475907368265;116.13566056048084;Private room;185;1;1;2024-06-02;1.0;5;266;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1
9927;Sweet Peas And Raindrops Gilbert Blythe Room 4;9160927;Cindy;Western Australia;BRIDGETOWN-GREENBUSHES;-33.94954;116.13719;Private room;185;1;1;2024-06-03;1.0;5;268;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1
9928;Apartment in North Coogee;545364167;Tyronne;Western Australia;COCKBURN;-32.08166001944348;115.75606000712952;Entire home/apt;192;3;2;2024-05-06;1.02;1;157;2;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
9929;The Cactus Shack;26034466;Matt;Western Australia;AUGUSTA-MARGARET RIVER;-33.963682979529224;115.08857738639776;Entire home/apt;148;2;21;2024-06-23;7.0;1;288;21;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0
9930;Newly Built Luxury Modern Home;72656450;Talisa And Shane;Western Australia;BUSSELTON;-33.63319856113439;115.1116762770937;Entire home/apt;273;1;12;2024-06-17;4.14;4;300;12;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0
9931;Beach town bliss with BBQ oasis;567795065;Julie;Western Australia;STIRLING;-31.88572996073665;115.76569579295494;Entire home/apt;465;3;12;2024-06-19;4.19;1;160;12;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
9932;Karri House pet friendly;294215503;Holly;Western Australia;MANJIMUP;-34.2330160852404;116.16241740299172;Entire home/apt;200;2;6;2024-06-22;2.07;1;250;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9933;Seafront Estate;289357704;Ellie;Western Australia;DANDARAGAN;-30.302126479159;115.04078972301676;Entire home/apt;133;2;3;2024-05-31;1.06;1;154;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1
9934;Luxury City Haven Hideout;55410179;Let Go;Western Australia;VINCENT;-31.93969319999999;115.8617188;Entire home/apt;296;2;5;2024-06-08;1.97;98;161;5;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0
9935;Coastal Luxe and Cosy;2474702;Jane;Western Australia;COTTESLOE;-31.98240336330006;115.75692356646609;Entire home/apt;953;2;1;2024-04-13;0.4;30;116;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
9936;Sandy Shores Getaway;486646329;Air Coastal;Western Australia;MANDURAH;-32.519479065976334;115.72594989162351;Entire home/apt;248;1;1;2024-03-29;0.33;9;327;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
9937;Springdale Gums Denmark Forest Retreat;128078271;Southern Coast Escapes;Western Australia;DENMARK;-34.968682112249;117.40187898050463;Entire home/apt;259;3;1;2024-06-03;1.0;20;343;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0
9938;Perth Hills Hideaway 2x1 Retreat;183111856;Lucy;Western Australia;ARMADALE;-32.15769897043266;116.01868539482844;Entire home/apt;175;3;6;2024-06-12;1.94;30;353;6;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0
9939;Robinson Cottage;55746991;Greg;Western Australia;ALBANY;-35.038343862760954;117.83379027944872;Entire home/apt;125;2;4;2024-06-10;2.73;1;221;4;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0
9940;Millies 2;106075945;Ron;Western Australia;BUSSELTON;-33.65196;115.33583;Entire home/apt;396;1;1;2024-06-03;1.0;2;11;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
9941;Heart of Margaret River;47068234;Bec;Western Australia;AUGUSTA-MARGARET RIVER;-33.95445968924484;115.08466519799424;Private room;86;2;10;2024-06-15;3.33;1;94;10;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0
9942;Sunset Oasis Apartment;36996195;Elizabeth Anna;Western Australia;VICTORIA PARK;-31.968954437450563;115.89779897116844;Entire home/apt;247;2;12;2024-06-09;3.79;2;182;12;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0
9943;Dwellingup Holiday House;567998493;Dwellingup Adventures;Western Australia;MURRAY;-32.71360354957847;116.06128109206544;Entire home/apt;194;2;4;2024-06-05;2.67;1;302;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1
9944;Point Walter Villa;514030732;India;Western Australia;MELVILLE;-32.0303908399546;115.78469287738884;Entire home/apt;220;5;1;2024-06-01;1.0;1;144;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
9945;Queen size bed with tv water filter Close to train;52140105;John;Western Australia;STIRLING;-31.89095839947106;115.81558007076286;Private room;75;1;7;2024-06-20;2.21;2;228;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
9946;Afterdune Delight450m to town;15360130;Davinia;Western Australia;BUSSELTON;-33.6157659;115.099373;Entire home/apt;248;2;10;2024-06-09;3.57;89;164;10;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0
9947;The Beach House;50958624;Valentina;Western Australia;STIRLING;-31.90024926475177;115.7629242448961;Entire home/apt;170;2;2;2024-04-10;0.69;1;268;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1
9948;Swan Valley Olive Farm;188503392;Wimpie;Western Australia;SWAN;-31.80198394546392;115.9984326558197;Private room;120;1;11;2024-06-23;3.93;1;265;11;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0
9949;Sandy Toes Villa;43970035;Rachele Space BnB;Western Australia;FREMANTLE;-32.02747;115.75246;Entire home/apt;294;1;5;2024-06-12;1.76;15;324;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0
9950;Bannister Heritage Hideaway;43970035;Rachele Space BnB;Western Australia;FREMANTLE;-32.05663446892557;115.74658935744984;Entire home/apt;300;3;8;2024-06-03;2.55;15;236;8;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
9951;Entire House close to Fremantle;568149361;Adrian And Jo;Western Australia;FREMANTLE;-32.06312251319159;115.773521438241;Entire home/apt;289;3;2;2024-05-14;1.18;2;333;2;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0
9952;Serenity  Townhouse Close to South Fremantle;8766429;SmartStayWA;Western Australia;COCKBURN;-32.07935321659542;115.76166749125726;Entire home/apt;297;1;5;2024-06-16;2.5;70;318;5;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0
9953;Home on Valley  Margaret River;27074418;Team Swell Stays;Western Australia;AUGUSTA-MARGARET RIVER;-33.9485337;115.0710057;Entire home/apt;407;2;6;2024-06-16;5.0;63;170;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1
9954;Happy  The Helm 3 BR 1 min to park  bus stop;13807018;Michelle;Western Australia;STIRLING;-31.902573989538865;115.77677267316604;Entire home/apt;254;2;7;2024-06-10;3.13;26;45;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1
9955;Wilga Farm Stay  Shearers Shack Camping  Double;566100411;Rachele;Western Australia;BOYUP BROOK;-33.621204;116.2107773;Entire home/apt;82;1;1;2024-04-01;0.35;3;364;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0
9956;Rose Cottage Kalbarri Pet Freindly;568175532;Melissa;Western Australia;NORTHAMPTON;-27.70653828486516;114.17178765328518;Entire home/apt;200;4;6;2024-06-03;2.09;1;307;6;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1
9957;Quiet room in peaceful house;166174546;Remy;Western Australia;JOONDALUP;-31.83478806675116;115.81295186587448;Private room;90;1;3;2024-05-05;1.08;2;266;3;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1
9958;Guest House in Jarrahdale;556551427;Catherine;Western Australia;SERPENTINE-JARRAHDALE;-32.32534334470076;116.02700553749334;Entire home/apt;180;1;11;2024-06-16;4.12;1;202;11;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1
9959;iconic 1930s art deco penthouse;2477452;Alexander;Western Australia;PERTH;-31.95620714908096;115.85820078849792;Entire home/apt;205;3;1;2024-04-19;0.43;1;179;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1
9960;43Cape  Ocean Resort Retreat;110727905;Fiona;Western Australia;BUSSELTON;-33.6579935422103;115.26765888967962;Entire home/apt;216;2;3;2024-06-03;1.13;1;309;3;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0
9961;East Vic Park Lux New Home;96512351;Mira;Western Australia;VICTORIA PARK;-31.99312648235019;115.9138558314906;Entire home/apt;371;2;6;2024-06-13;2.69;1;92;6;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
9962;Studio 9;311651395;Michelle;Western Australia;KALGOORLIE-BOULDER;-30.780081000732803;121.48814818013112;Entire home/apt;135;2;1;2024-06-17;1.0;9;267;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1
9963;Eclectic 70s in Bayswater;17540495;Geri;Western Australia;BAYSWATER;-31.923360062895878;115.918305861388;Entire home/apt;139;2;12;2024-06-24;4.44;1;62;12;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1
9964;Close to airport and Dog park w aircon every room;568312509;Jai;Western Australia;BAYSWATER;-31.94075;115.90563;Entire home/apt;182;2;18;2024-06-24;6.0;1;2;18;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0
9965;Ocean Blue  Gnarabup NEW;27074418;Team Swell Stays;Western Australia;AUGUSTA-MARGARET RIVER;-33.993498534136165;114.99825643862305;Entire home/apt;357;2;8;2024-06-23;3.04;63;142;8;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0
9966;Luxury Living in Scarborough;175365220;Jay;Western Australia;STIRLING;-31.902679025491445;115.77556941864384;Entire home/apt;539;2;1;2024-04-17;0.42;1;64;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0
9967;Home by the beach;364082861;Angie;Western Australia;WANNEROO;-31.596657713434027;115.67584865520448;Private room;99;1;3;2024-05-06;1.11;1;235;3;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
9968;Rustic Rural Revival in the heart of the Wheatbelt;568486910;Genni;Western Australia;LAKE GRACE;-33.101847988122785;118.47968847831646;Entire home/apt;150;1;2;2024-06-21;2.0;1;66;2;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0
9969;Room in Armadale;188257803;Sayuri;Western Australia;ARMADALE;-32.13648495605195;116.01404383778572;Private room;81;1;7;2024-06-20;2.44;1;162;7;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0
9970;over the hill;5248276;Catharina;Western Australia;TOODYAY;-31.5779175;116.4415883;Entire home/apt;199;2;7;2024-06-08;2.41;1;71;7;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0
9971;Nestled close to Perths CBD;153647911;Mariam;Western Australia;PERTH;-31.95631766349175;115.84707414335088;Entire home/apt;138;1;4;2024-06-20;1.38;2;14;4;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0
9972;Cosy Cottage;140531374;Barbara;Western Australia;COOLGARDIE;-30.955372875335;121.16446701889927;Entire home/apt;170;1;3;2024-05-31;1.23;1;150;3;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
9973;Coastal charm  beach town haven;568644363;Clare;Western Australia;STIRLING;-31.88858042517546;115.77114976746417;Entire home/apt;341;3;7;2024-06-20;2.66;1;184;7;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1
9974;North Perth Charm;568653266;Tamara;Western Australia;VINCENT;-31.93659;115.85892;Entire home/apt;180;2;2;2024-06-03;1.54;1;192;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1
9975;Comfy 1bed apt near Town Center;89647680;Lauri;Western Australia;AUGUSTA-MARGARET RIVER;-33.95197966733584;115.06682507693768;Entire home/apt;150;2;27;2024-06-24;10.12;4;91;27;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0
9976;The Sparkies Retreat;568672219;Ryan;Western Australia;KOJONUP;-33.8438113;117.1562314;Entire home/apt;177;2;4;2024-05-23;1.76;1;347;4;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
9977;Padbury Place Coastal Retreat;72208000;Lorna;Western Australia;JOONDALUP;-31.80128;115.77042;Entire home/apt;204;2;8;2024-06-23;2.64;1;228;8;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0
9978;Convenient High Wycombe Gem;155589483;Saeed;Western Australia;KALAMUNDA;-31.937598144360763;116.01497050355177;Private room;70;1;11;2024-06-16;3.79;2;168;11;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0
9979;House Bremer Bliss;31373094;Helen;Western Australia;JERRAMUNGUP;-34.39367149222503;119.3853661897564;Entire home/apt;400;3;2;2024-04-28;0.71;1;257;2;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0
9980;59 Lakeside Luxury Views 2BR 2BAParking;157230313;Sarah;Western Australia;CAMBRIDGE;-31.933507167958226;115.82802082553609;Entire home/apt;296;3;6;2024-06-24;2.14;54;121;6;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
9981;Maylands Coastal Vibe;268749078;Rachel;Western Australia;BAYSWATER;-31.94100054453351;115.90612898772062;Entire home/apt;207;3;4;2024-06-10;1.5;16;268;4;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0
9982;Sunrise at Middleton  A short walk to the beach;99571165;Gina;Western Australia;ALBANY;-35.02591017782287;117.91525320986364;Entire home/apt;410;2;5;2024-06-03;1.72;1;288;5;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0
9983;Mount Street Magic  Studio with a View;106486177;Phoebe;Western Australia;PERTH;-31.953808946124656;115.84741953451504;Entire home/apt;128;3;2;2024-05-30;1.07;101;320;2;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0
9984;HME Collection 52 Station Road;142324963;Justin;Western Australia;AUGUSTA-MARGARET RIVER;-33.9539348;115.0711718;Entire home/apt;290;2;2;2024-04-21;0.68;2;201;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1
9985;Eucalyptus Escape  Dunsborough;153678208;Geographe Holiday Homes;Western Australia;BUSSELTON;-33.63148321995428;115.1023092778222;Entire home/apt;164;1;4;2024-05-09;1.88;100;280;4;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
9986;HME Collection 62 Station Road;142324963;Justin;Western Australia;AUGUSTA-MARGARET RIVER;-33.954481512907;115.0723068053151;Entire home/apt;290;2;5;2024-06-15;2.42;2;200;5;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
9987;Cosy ModernHome near BeachShops PeacefulZen Vibe;181793458;Ellie;Western Australia;JOONDALUP;-31.844829470038988;115.77326684665256;Private room;89;1;14;2024-06-20;5.12;2;54;14;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
9988;Unique 2BR townhouse with Balcony BBQ  Parking;477814101;James;Western Australia;EAST FREMANTLE;-32.04281761870954;115.76257075742832;Entire home/apt;289;2;12;2024-06-21;4.14;17;227;12;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
9989;Garden Cottage;18129404;Christine;Western Australia;AUGUSTA-MARGARET RIVER;-33.95076;115.06672;Entire home/apt;165;2;8;2024-06-09;2.76;1;280;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9990;NEW Modern Ocean View Retreat  Walk to everything;112620423;Laura;Western Australia;STIRLING;-31.89433287997337;115.76012979321844;Entire home/apt;250;2;4;2024-05-12;1.64;13;23;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
9991;Loft unit in family resort;332429365;Mark;Western Australia;MANDURAH;-32.5230734756782;115.72594039142132;Entire home/apt;200;2;1;2024-04-01;0.34;1;12;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1
9992;Coastal Corner Retreat 5 Beds;101562458;Debra;Western Australia;STIRLING;-31.869397299835285;115.75757765572568;Entire home/apt;575;2;2;2024-06-09;2.0;1;223;2;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0
9993;Seastay Retreat in Mandurah;569031055;Sheree;Western Australia;MANDURAH;-32.5229604;115.7261641;Entire home/apt;206;1;11;2024-06-23;3.84;1;146;11;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0
9994;Vintage Vogue;55054259;Laura;Western Australia;SOUTH PERTH;-32.00935521084168;115.85741727150376;Entire home/apt;231;2;6;2024-06-09;2.69;5;215;6;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0
9995;Cosy Home In gorgeous area;28608261;Ibrail;Western Australia;COCKBURN;-32.08142029420708;115.77687831422304;Private room;77;1;1;2024-04-25;0.48;4;269;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0
9996;Subiaco Heritage House GEM;480114521;SBStays;Western Australia;SUBIACO;-31.9594627;115.8225891;Entire home/apt;215;4;9;2024-05-31;3.25;11;247;9;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0
